id,document,label
4129,극장에서 중딩때봤는데 재미있었다.ㅎ,1
4130,슬프지만 소년과 소녀의 사랑이야기가 좋았다,1
4131,원할머니보쌈을 먹으며 영화를봤더니 꿀잼,1
4132,이걸 왜 만들었을까요? ㅡㅡ;;;,0
4133,"전 나름 괜찮게 봤어요.. 시간이 지난 후에도 생각나는 영화, 책도 재밌음",1
4134,안성기의 멋진연기가 맘에듭니다,1
4135,새록 새록 생각나는 영화 장면과 음악 최고에요!!,1
4136,볼거리가 너무없었다...지루하다 ...,0
4137,아나킨이 제자를 키운다니 흥미로운 이야기,1
4138,제목 센스 끝내주는 감독..ㅋㅋ,0
4139,그 당시 시도할 수있는 엔터테인먼트의 최대치,1
4140,총질이라도 재밌어야지... 그래도 구색 마추려고 여자를 2명이나 투입!!,0
4141,이거 안보면 초 후회합니다...초강추...양채니 미모는...와우...ㅋㅋ,1
4142,지루하다.....소재는 그럴듯하지만,0
4143,허준호의 연기가 놀랍습니다!!!!,1
4144,음... 이건 무슨영화지...,0
4145,훈훈하니 좋고 배우들의 비주얼도 좋고 다 좋다~,1
4146,평점 조작한 알바의 냄새가 난다.,0
4147,MRI에 악마가 찍혔을때부터 영화는 안드로메다로 고고~,0
4148,Thuth is out there,1
4149,이번주 토요일 노홍철 뒤를 이어 지코가 MC한다해서 기대된다♥,1
4150,솔직히 그냥 무슨 영화인지 잘 모르겠다,0
4151,빠져들어 헤어나올 수 없는 공연!,1
4152,관지림도 이쁘고 견자단 최고!!! 재미도 좋고~,1
4153,중간부터봐서 결말이무슨말인지는모르겠는데 주인공은 진짜매력있었음 볼수록빠져듬,1
4154,욕설과 야한장면빼면 그냥 애들영화잖아.,0
4155,올해 영화관에서 본 가장 돈아까운 영화,0
4156,니콜라스 케이지의 어색한 머리 스타일 만큼이나 영화 자체도 그렇다...,0
4157,"어렸을 때 정말 좋아했었는데, 어른이되어 다시 보았는 데도 역시나 재밌었다.",1
4158,이선우 이선우 이선우 잊지못햐 ㅠㅠ 보고싶다 다시 한버뉴ㅠ,1
4159,끝까지 본 내가 자랑스럽다. 그나마 배우와 연기력이 좋아서 4점,0
4160,두번다시 나오지 말아야할 도덕성없고 상습 거짓말 배우의 영화,0
4161,너무 지루해서 2시간30분까지 보다 보다 결국 꺼버림.,0
4162,"재밌구먼!! 난 이거 잊을수없어,ㅋㅋ",1
4163,무서운장면없이 무서운 영화...컨저링보다 한수 위...수작이다.,1
4164,보면 기절할 영화....넘 재미 없어서....해리슨포드 최악의 영화...,0
4165,아주좋았어요 다음에또보고싶노요,1
4166,"내가본 최고의 드라마, 말그대로 은하언니..아름다운 그녀,,",1
4167,"왠만하면 평점 안쓰는데, 이 영화는뭐야짜증나 킬링타임조차 되지못했어",0
4168,눈빛만 반뜻한 웨슬리 스나입스,0
4169,스토리를 중시여기는 나한텐 별점 반개도 아까운 영화...,0
4170,이영화보고 영화결핍증 걸렸다ㅡㅡ;;,0
4171,시간대 버프 많이받는 프로그램임,0
4172,아따 재미나다~ 기대 이상!!,1
4173,할머니 = 나랑같이 농구해 보지 않겠나? 세계를 노리자꾸나,0
4174,만화가 10000000000000000배 훨씬 나아,0
4175,"논스톱시리즈 4.5가 정말 좋았다. 이승기,구혜선,이정 러브스토리가 좋다~",1
4176,상처를 벗어나는 법은 없다. 그저 그것을 안고 묵묵히 견뎌내는 것 뿐,1
4177,이런스타일 영화 개좋음 거기다가 린킨파크의 개꿀 ost까지,1
4178,"동영상 수준일 뿐, 영화의 조건을 전혀 갖추고 있지 않다..",0
4179,전 좋은데요.... 노래도 잘 부르고...,1
4180,정말 재밌다.. 이런 판타지 힐링되는영화 너무좋다,1
4181,재미없는데 평점이 왜이렇게 높죠?;;,0
4182,무슨 코미디가 이렇게 안 웃겨,0
4183,헐..이걸 영화라고 ㄱ- 장난치나..,0
4184,기억도 잘 안날 정도로 어릴때 봤지만 엄청 좋아했던 만화ㅋㅋ,1
4185,영화보고 웬만해선 추천 잘 안하는데 이거 꼭 보세요 정말,1
4186,아나장난하나. 아담샌들러완전실망,0
4187,지금까지 만나본 최고 드라마...,1
4188,에로도 아니고 스릴러도 아니고..뭔가 어설픈 영화,0
4189,최고에 액션 정말 잼있게 봤었음 어릴때 ㅋ,1
4190,이특집 누가 기획했나요? 개노잼 ㅋㅋ진짜노잼,0
4191,최고 너무 재밋음!!! 만점~,1
4192,ㅋㅋㅋㅋㅋ나는 마지막때 성우가 제일 웃겼음ㅋㅋㅋㅋㅋㅋㅋ센스돋넼ㅋㅋㅋㅋㅋ,1
4193,아~~~~무 내용없는 영화..ㅡㅡ;,0
4194,본 시간이 아까워 이악물고 끝까지 본 영화,0
4195,진부하다거나 뻔하다... 정도가 아니라 지루해서 견디기 힘든 영화,0
4196,말로는 설명할 수 없는 놀랍고 감동적인 영화,1
4197,잔인하기도 하고 무서웠어요ㅠ탑은 멋있더라구요~~,0
4198,뭔가 여운이 남고 사랑했던 여자친구가 생각나네요 여자주인공이 정말 이쁘시네요,1
4199,히로스에 료코를 보기 위해 영화를 보았다. 료코는 만점 영화는 2점,0
4200,오직 대통령을 지키는 그생각뿐 ㅡ,0
4201,스트레스 받아서 영화관 갔는데 더 열받게 하는 영화,0
4202,좋았다. 김민선 비중이 조금 더 많았다면 더 좋았을 것이다.,1
4203,평점이 모든 걸 말해준다. 이 영화를 20분이상 넘긴다면 당신은 부처,0
4204,비가스 루나의 재능! 스페인식 유머의 절정! 까지는 안돼도 꽤 웃겼음 ㅋㅋ,1
4205,1점짜리 영화는 아닌듯.. 나름 볼만하다.,1
4206,"프랑스 영화가 원작이죠 예전에는 투캅스로 나오더니,,,,한심함",0
4207,아트오브워 3와 대적해도 꿀리지 않을 영화,0
4208,많은걸 느낄 수 있는 영화입니다.,1
4209,최고에여 ㅠㅠ..명작이네여...,1
4210,뭐하자는건지... 제휴포인트 고작 몇 백원도아깝고 내 시간도 아까움..,0
4211,반개도 아깝다..퉤퉤.. 어설프고 말도안되는 설정에 쓰레기 연출..,0
4212,사진만 보면 좀 그러네요.. 넘어 올꺼 같아..징글맞고 이상하게 보임.,0
4213,아진짜 보지마세요.... 노잼....,0
4214,"조금 뻔한 스토리지만, 사랑에 대해서 다시 생각해 볼수 있게 해준 영화!!",1
4215,지루하고 잘뻔했다..소요가 자켓을 얻기위해 뽀뽀를 하는 장면은 충격적이였다,0
4216,4년전에 이거왜봤는지 모르겠네 공룡이라서 4점;,0
4217,변화를주려고노력했지만 오히려 시리즈특유의맛을잃어버린채 갈팡질팡하는모습,0
4218,허술하고 느슨하며 역겹다. 심하게 역겹다.,0
4219,완전 웰메이드~ 기대없이 봐서 그런가봐요.ㅎㅎ 그래서 10점,1
4220,"내용도 없고, 밋밋하고,, 뭘 보라고 평점이 높은거야?",0
4221,헐리우드 만화가 슬슬 식상해지려는 시기,0
4222,왕가위 최악의 영화. 자기인용과 매너리즘뿐이다. 음악마저도 시크릿 가든.,0
4223,그냥 여자주인공만 예쁠 뿐 !! 싸구려 3류 영화,0
4224,백묘팬임ㅋ아아새콤달콤베이커리원작인데둘다재밋어요^^정일우쨔응>신고,1
4225,우리나라의 세븐데이즈랑 비슷할것같은데 재밌겠다ㅎ,1
4226,일일드라마가 뭐 이렇게 재밌나? ㅋㅋ 금순이 의지 정말 존경스럽고,1
4227,프랑스 아니고는 흉내조차 내기 어려운 코메디.,0
4228,추리극이아닌 코메디를 보는 느낌. 코난을 만들기 싫어서 적당히 만들었네요.,0
4229,괜한자존심 진리인데 왜1점이지 나진짜 초딩때 재밋게봣는데,1
4230,반쯤 보다가 몸이 뒤틀려서 나왔다ㅡㅡ,0
4231,오락영화로서의 역할을 충분히 수행했다.,1
4232,<트루먼 쇼>의 덜 심각하고 코믹한 버전이랄까,1
4233,짝 퉁 컴 백 포스터만 봐도 겁나 재미 없게 보이네,0
4234,정말 이런영화를 왜 만드는건지.. 감독의 머리속이 궁금해진다.,0
4235,적어도 제 친구들중에선 이 만화 모르는애가 없습니다,1
4236,최고..... 말이 필요업슴 이젠 3보러갈꺼임..,1
4237,70년생으로 90년노래들 너무좋다~,1
4238,전개되는 과정과 결말이 뭔가 유치하고 어설픈탓에 감동도 여운도 별로...,0
4239,99s년 이후로 두번째 다시 봤는데... 넘 감동적인 영화입니다..,1
4240,미친 개조움 ㅋㅋㅋ오늘꺼 존잼 ㅋㅋㅋㅋㅋ,1
4241,캐스팅은 정말 굳. 근데 너무 빨리 끝나버린듯한...,1
4242,솔직히 제가본 드라마중 최고였어요.,1
4243,"신선한 영화네요, 편안하고.. 영화 뒤로 갈 수록 몰입되는 수작이네요.",1
4244,일본이라는 나라 이미지 메이킹에 너무 신경 쓴 나머지 스토리는 산으로....,0
4245,음...무서움을 느낄수가 없었다...,0
4246,개웃기다. 특히. 팝핀현준. 줘패버리고싶다,0
4247,여기저기서 아이디어를 빌려서 짜집기한 영화,0
4248,이야.. 어쩜 이렇게나 지루할수가..,0
4249,사랑스럽고 잔잔하게 좋네여..,1
4250,와 방금 광고났는데 채널cgv가 오늘밤 10시에 해준데요.,1
4251,김슬기때문에본다 너무너무귀엽고 연기두잘하구ㅋㅋ,1
4252,5천원내고 이거보라고 ??? ㅋㅋ 10점들전부 ㅋ뒹촌가 ?ㅋ,0
4253,헉..붉은 돼지..배경엔 천공의 성 라퓨타..보지 않았지만 심히 걱정되네,0
4254,영화 초반의 '황군가'가 그토록 절박한 Scene이 었는지 묻고 싶다.,0
4255,아진심두시간동안계속욺ㅠㅠㅠ짱이다♥,1
4256,90년대 한국영화수준보다 못합니다. 정말 재미없고 지루했네요.,0
4257,별한개는 박보영. 다른 별한개는 캐스팅및 연기. 빈 별 3개는 재미,0
4258,너무 졸립다 ㅋ 수면제도 아니고 ㅋ,0
4259,미세한 차이지만 자매품 7광구보단 나은것같다,0
4260,제니퍼역시이쁘군...원숭이에혼신을다한연기..어마무시하군,0
4261,뭔가 만들어 보려고 애쓰긴 했다,0
4262,다양함을 인정하는 따뜻한 영화. 우리 모두가 익숙해졌으면..,1
4263,시작은 니시지마 때문에 봤는데 나름 괜찮은 영화 봤다고 생각합니다..,1
4264,반전 전까지의 소소한 재미와 마지막반전에서오는 긴여운은 정말...,1
4265,우리도 그렇게 늘어갈 것이다.,1
4266,프랑스영화에 빠져들것같다 효과들이 아름답기도 하고 돌란도 아름답고,1
4267,시야를 넓게가져봐 한국에서이거나올때 미국에서 쥬라기공원 나왔다,0
4268,오락영화로써 오락성 부족 스릴러로써 긴장감 부족 드라마로써 스토리 부족,0
4269,점수 안올라 갔음 좋겠다 II,0
4270,기대한 내가 바보(인건가)... 0점은 안되네ㅋ,0
4271,비현실적인 설정부터가 재미가 없었다.,0
4272,이거 뭐냐 내가 중2병 좋아하긴하는데 이건 뭐 그냥 재탕이자나 ㅡ ㅡ,0
4273,4.1점짜리코믹. 평점높아 1점줌,0
4274,보다가 화가 나서 나와버림.......,0
4275,살면서 한번쯤은 봐야하고 살아가면서 계속 보게될것같은 영화중 한편이다,1
4276,요것도 미이라시리즈와같이 연기력이좀 떨어진다;; 7점짜리영화,0
4277,정말 재미있게 본 영화였다 액션 최고,1
4278,생존을 위해 자연에 순응하며 살아가는 사람들의 이야기...,1
4279,원작보다 재밋다는 구라 좀 치지마라,0
4280,분단영화중에서 이게 제일 낫다,1
4281,이영화 가위 중국판으로 리메이크한거란 말 왜 안하셨나요???,0
4282,아주 재미있는 소재를 아주 심각하고 재미없게 이렇게 만들기도 힘들었을것 같다,0
4283,왠 뮤지컬 영화?헐~ 반담의 최고 액션 무술 영화이다,1
4284,연출도 연기도 학생습작보다 오글거리는데다가 습작에 있는 신선함마저 없어.,0
4285,ㄲ ㅑ~~~~~~~~~~악 잼있어 ㅋㅋㅋ,1
4286,비쥬얼에서부터 짜임새까지 빈틈없다. 감동은 덤!,1
4287,친구들에게 이거보자고 해서 봤다가 담에 내가 영화쏘게 생겼음...,0
4288,펑펑 울었네요 가슴 찡한.... 그리고 여운...,1
4289,너절하다는게 바로 이따위 영화를 두고 하는 말이다.,0
4290,이번 시즌 정말 재미있어요! 현숙님 결혼 축하드려요^^,1
4291,냉정히 쓰레기. 명작처럼 포장만 요란할뿐 영혼없음. 케스팅으로 승부하려할뿐.,0
4292,수작이다. 좀더 좋은 평가가 남겨지길,1
4293,새어머니와 언니들의 학대를 견뎌낸 신데렐라 대단합니다!!,1
4294,소재는 좋았는데 방향을 완전히 잘못 잡았다.,0
4295,외계인 생체 실험!! 스릴 넘치는 액션이 최고군요 ㅎ,1
4296,남주 캐릭터가 뇌가 넘 섹시하고 귀여움. 재밌게봤어여,1
4297,무협 액션 영화 중 가히 최고라고 말하고 싶다...,1
4298,이기적...너무나 이기적인 사람들의 억지스러운 이야기...,0
4299,너무재미없어.. 뭐하다끝난건지모름,0
4300,마음이 정말 따뜻해지는 영화..ㅜㅜ사랑스러운 데니스..,1
4301,예전생각에 너무너무 좋았습니다.. 어릴적 봤던것...,1
4302,진짜 오토바이씬 빼고는 볼게 없음 -_-,0
4303,2탄 먼저보고봤는데 왜케 지루하고 긴장감따윈 없어 ㅜ\,0
4304,취권은 아주 쬐끔 나옴 ㅋㅋㅋ,0
4305,좋은 의도와는 다르게 불쾌한 표현법,0
4306,박봄이 거DRUG 걸리고 말았단 얘깁니까?,0
4307,거지같은 영화. 일상을 가장한 꽁트. 꽁트의 발견.,0
4308,클레멘타인을 넘어설수있는 대작이 하나 나왔군요,1
4309,아이 어린 모두에게 감동을 줄 수 있는 영화,1
4310,진짜 개졸작이다.. 뭐 이딴 영화가 있나.. 이야기도 허무맹랑하기만 할뿐..,0
4311,토요일5시 쯤에하지 왜바꼇노 재밋엇는데 아침에하네,1
4312,15년전에 만들어진 영화라고 생각되지 않는 영화!,1
4313,짱웃긴데 왜 점수가 이렇게 박하지..ㅠㅠ,1
4314,시청률빼고 완벽했던 드라마..,1
4315,영화관에서 개봉한데 용하네... 스토리 뒤죽박죽 하품나온다.,0
4316,테이큰으로 파일바꾸신분이 영화추천할려고 그런거라면 성공했네요,1
4317,gjwl 영화 처음보나 망작 씹작이구먼,0
4318,아직 안보셨다면 안보는게 좋습니다 스토리도 없고 재미도 없어요,0
4319,영화시작과 동시에 잠이들었다알바 화이팅!!!,0
4320,모든 것을 꼬집네 .. 그리고 결말이 깔끔해서 좋다.,1
4321,라붐과 함께 소피 마르소 출연작 중 젤 재밌음...,1
4322,Sf 수작 모든 점에서 십점만점♥,1
4323,평점 너무 높다 근데 휴잭맨은 멋있따,0
4324,48시간 이후에 본 최고의 에디 머피 영화!,1
4325,분노의 질주 최악의 스토리 재미도 없고 드리프트만 왕창 보는 레이싱 스토리,0
4326,재밌게 잘봤습니다. 보고난뒤에도 여운이 짠하게 남네요..,1
4327,치열한 학구열에 빗대어 표현한 나름대로 개성감있는 영화라고 생각한다.,1
4328,앤딩이 슬프지만 그와중에 인질 잘생겼다,1
4329,별한개도 아깝다. 갈수록 개판이네.. 어이가 없다.,0
4330,항상 자극적인 것만 찾아다니는 임상수,0
4331,"삶의 진실 그리고, 현실을 넘어선 본연의 감성을 펼쳐보이는 영화...",1
4332,너무 하네 영화가 진짜 ㅋㅋㅋㅋ3류영화 보다 더 못한 4류영화,0
4333,과연 잘됄까? 다들 우려가 많은 드라마... 그래도 잘됬으면 한다. ㅎ,1
4334,이도 저도 아닌 시대착오적인 영화,0
4335,너무 오버스러운 시나리오는 싸구려 신파극에 가깝다,0
4336,미국까지 가서 이런 영화 왜 만든거야~~ 참 한심스럽다.,0
4337,한국에서도 이런 프로그램 생겼으면 좋겠음.,1
4338,너무너무 재미있음^^ 디카프리오 굿 굿 굿강추강추 ^^,1
4339,최악이였다..기대가 커서 그랬나;,0
4340,아~겨우 90분짜리 영화 보면서 몇번을 졸았다 깼다 한 거야!!,0
4341,살다살다 이런 쓰레기영화는 처음본다. 평점은 왜 이렇게 높은거여 ㅡㅡ,0
4342,성룡영화를 좋아 하는 사람이라면 꼭 봐야 되는 영화.,1
4343,지루함 사연은 안타깝지만 영화로만 봤을땐 ㅂㄹ,0
4344,"오랜 시간 함께 작업한다는 것, 그 자체가 예술임을 보여주는 영화",1
4345,내 인생에서 가장 지루했던 2시간 50분,0
4346,피터팬은 역시 디즈니가 최고죠^^,1
4347,누가 추천해서 봤는데 의외로 괜찮다,1
4348,수백발의 총알을 맞아도 농담을 할 수 있는 여유로운 자들.,0
4349,"리처드기어,에이브릴라빈이 피해자!~감독이 가해자!~최악의영화~",0
4350,너무 재미있어요! 꼭 한번 보세요!,1
4351,재난영화로 만들어 버리다. 재난영화 에이리언VS프레데터2가 나올걸?,0
4352,제목이 왜 서스페리아지?? 재밋엇다ㅋㅋ,1
4353,이게뭐야... 아니 그래서 어쩌라는겨~ 별 시덥잖은 내용이구만~,0
4354,박평식이 오랜만에 제대로 된 영화평 쎴다,0
4355,너무 슬퍼요ㅠㅠ 죽음을 초월한 사랑,1
4356,내일 토요일밤 MBC에서 영화 해준다.... 봐야지... 기대,1
4357,"감독님, 33년작을 보기나 하셨나요?",0
4358,결말 이상하고 허무맹랑한 느낌?,0
4359,영화의 기운자체가 웃기다 ㅋㅋㅋㅋ 로다주 때문에 배꼽 잡았다 ㅋㅋㅋㅋ,1
4360,악!!!ㅋㅋ제리케이다 멋지다!!!!!!,1
4361,관람객sad0*** 분에게 묻겠습니다.이 것 본거 맞습니까?,0
4362,스케일을 너무 크게 잡은 B급 영화.,0
4363,대충 배신.자학.집착이런거같은데 멀느끼라는건지 권장안함...피조아하심보샘,0
4364,다 좋은데 지루한면이 너무 크네요.,0
4365,문소리 연기력 깜짝 놀랬네요.,1
4366,7.98인데 내가주면 10점되려나,1
4367,최고였다. 해송도서관에서 무료로해주길래봤는데 정말재밌었다,1
4368,구구구구구구구국ㄱ구구구구구국ㄱ,1
4369,6명이서새벽에봤다.반전대박변금련2보고다시올게,1
4370,"설정만 그럴듯하고, 개연성과 플롯은 나몰라라~.",0
4371,코다카와 작가 OOO 만 외치자,0
4372,아버지와 친구를 잃어버린 바다에서 그는 한없이 순수한 사람이었다.,1
4373,골보고 나서 바로 이영화 봤는데... 실망이 많이크다..,0
4374,진짜 재밌었다....짱짱!!!,1
4375,제가 본 애니메이션 영화중에 명작입니다,1
4376,아름답고 슬프고... 몇년이 지나도 가슴에 남아있는 영화 영혼을 울린다,1
4377,에디머피는 이런배우다쳐도 관록의 로버트드리노는 왜여기서장난치시는지...,0
4378,보다가 너무 빡쳐서끔볼만한건 갱의 통7부바지 ㅋ,0
4379,일본영화는 수준이 정말 삼류영화 밖에 안되나봐요 참 어이없네요,0
4380,복수를 미화하는 영화. 최악의 영화,0
4381,톰행크스에 별하나 맥라이언에 별하나 드림,0
4382,이야...이건 정말 너무했다. 류승범 때문에 봤다가...실망,0
4383,아이가 좋아하니 무조건 텐텐텐,1
4384,"킴,레이첼의 입장 모두 이해할 수밖에 없게 만드네. 진짜 사실적 직설적",1
4385,내인생 최고의 영화... 내가 본 이별 중 가장 슬프고 허무하기 짝이없다.,1
4386,부담없이 보기 좋네요. 기대 안하고 보면 볼 만 합니다.,1
4387,그 여자는 애초에 왜 강간을 당했다고 했을까?,0
4388,그렇게 가는 겁니다. 삶의 진정한 의미는 그런거죠,1
4389,이거 10일전에봣는데 재미잇음,1
4390,서양 중세물에 동양 무술. 다소 어색한 만남,0
4391,최악의영화 시간아깝고 열받게만든영화..세상에 태어나서 첨봐.,0
4392,묻지도 따지지않고 10점만점이다,1
4393,처음본 일드인데 정말 재밋게 봣어요 ㅎ ㅎ,1
4394,이 영화 개봉뒤로 감독 현재 실종상태;;,0
4395,욘사마 신드롬에 찬물을 끼얹겠구만,0
4396,뭐가 코미디란건지;; 그냥 가볍게 연출한게 코미디라고?이해가안가네.끝이 허무,0
4397,데스프루프만으로도 10점. 근데 두영화와 이거 다 올라온건 중복?,1
4398,"가장 편견에 사로잡힌 건, 관객이 아니라 그대들이었다.",0
4399,이야기를 질질 끌은 내가 본 최악의 드라마ㅡㅡ,0
4400,이건 무슨영화임?? 공각기동대?,0
4401,콜린 파렐의 풋풋한 신인시절까지 제공하는. 한번쯤은 다시 봐야 할 영화..,1
4402,목매달았는데 다들 지 할일만 하는거에서 소오름..,1
4403,쓰레기는 아닌데..몰입이 안되는 이유는?,0
4404,스페인 영화기도 하고 맨 마지막 씬은 결코 잊을 수 없다,1
4405,#셀프디스#관객디스 #디워2#얕고#어설퍼,0
4406,가벼운 영화. 지젤 번천 연기 꽝~,0
4407,"대형블럭버스터못지않은긴장과전율,감동영화,원츄~",1
4408,옜날 기억이 날듯..말듯..추억의 작품..,1
4409,진짜 재미없더라. 이렇게 지루한 애니는 첨이다 진짜. 더빙이 진짜 OO다,0
4410,이런류의 애니 원래 좋아하는데 재미가 없어서 스토리가 신선하다고는 못하겠다,0
4411,이거 나름 꽤 명작인데 ...,1
4412,정말 재미있어요♥.♥배우들 모두 연기완전 잘하고♡마지막까지 파이팅 하세요♡,1
4413,영상미가 돋보이는 마음 따뜻해지는 영화,1
4414,감독의 과한 욕심이 초래한 참극. 똥을 잘 빚어서 예쁘게 데코한 느낌!^^,0
4415,0.5점도 아깝다 이딴 쓰레기 왜 만드는거야? 감독 수준이 참 ㅡㅡ;,0
4416,비틀린 애국에 희생당한 한 여자의 인생.. 그리고 사랑..,1
4417,뭐라 표현 할 수 있을까.. 그냥 최고의 영화,1
4418,나는 이 프로그램 진짜 싫다.,0
4419,난 이 영화를 보고 왜그렇게 울었는지 모르겠다. 한국의 정서도 느껴지는 영화,1
4420,진짜 아름답다. 교훈을 많이 주는 영화같다. 굿,1
4421,요즘 유명배우 댈기 삼류영화 만들기 퍼레이드하나...,0
4422,재미있는데 이제 봤을까 여운이 남는 영화다,1
4423,서스펜스를 철저하게 접목시킨 애간장 녹는 실화,1
4424,패트리샤 아퀘트 연기력 쩐다.,1
4425,tv 전기세가 심하게 아까웠다 전기세 대신 내줄래?,0
4426,도덕적 강박관념 버리고 분위기를 즐긴다면 very good!,1
4427,아줌마쀨(?) 나는 베리모어의 한계,0
4428,대체적으로 지루함 임달화 나와서 참고 보았음,0
4429,메리에겐~을 기대하며 봤는데 영.......,0
4430,ㅋㅋㅋㅋ지금보니깐좀그렇당ㅠㅠㅠㅠ,0
4431,정말 매력적인 영화세번 이상 본거 같네요,1
4432,이것때문에 잘하면 십타쿠 될뻔.. ;; 에휴.. 빠져나올수없는 네티.. !!,1
4433,마법세계가 실제로 있다면 좋겠다.,1
4434,그땐 웃기고 재밌엇따고 90년도에 한국영화 퀄리티 어땟나봐라 영구땡칠이 슈발,1
4435,속편은 스파이더 온 어 플레인 이겠군,0
4436,이게 대체 왜 8점대인지 이해할 수 없음.,0
4437,명작입니다ㅠㅠ 진짜 강추인데 평점 왜이러지,1
4438,볼수록 뻔해지는 스토리.......,0
4439,영화도 재미있지만 애니메이션만의 또 다른 맛이!,1
4440,이건 아닙니다. 절대로 보지마세요 웬만하면..,0
4441,극장에서 못 본 것이 한이 되는 영화...,1
4442,아주재미있었요그리고로봇이못생겨습니다,1
4443,왜 로마사람이 일본어를 쓰는거야,0
4444,롱테이크 와이드숏에서 신칸센으로 최대의 스펙터클,1
4445,'재미없는' 시골 시트콤...,0
4446,일년동안 쏟을 눈물 이 영화 하나로 다 쏟는다,1
4447,진짜 사랑이란 건 이런 것일테지.,1
4448,인도영화 좋아해서 찾아봤는데 정말 재미없습니다. 보다 졸았습니다.,0
4449,재미는 그다지 없음. 나오는 출연진에 비해 내용은 떨어짐.,0
4450,이거보는시간에 잠을자는게 이득,0
4451,연기력이 안되니까 벗는 구나. 연기력 딸리는 여배우들의 흔한 선택.,0
4452,보면서 어이가 없어서 말이 안나온다,0
4453,줄거리가 영화내용 전부네 ㅋㅋㅋ,0
4454,"웃기다가 무섭다가,,,, 재밌다",1
4455,그냥 공포영화의 답답한 법칙을 그대로 적용시킨 이색 공포영화임^^;;,0
4456,이런 씹존잼 영화에게 거지같은 평점을 안겨주는 놈들.,1
4457,시사회서 웃으면서 본듯마지막에 장르가 코믹아닌가했음 주무시려면보셔도좋은영화,0
4458,"CG는다큐멘터리수준, 카메라앵글 어색해서 보는내내 손발오그라들음",0
4459,진짜 꿀잼!!! 계속 볼겁니다 흐흐,1
4460,"중하 정도의 수준 영화. 뭐 별로,, 그냥 그래..",0
4461,평점이 왜이리 낮을까요?;; 이거 재미있습니다 ㅇㅇ,1
4462,예능은 쎄고쎗다 ...식상하다,0
4463,정말 좋은 .....영화....실제로 테루를 만나보고 싶어지는....,1
4464,충분히 재밌다.지루한줄 모르고 봤다!,1
4465,각본부터 아무생각 없이 만든영화. 뭘 말하려는 거냐.필름이 아깝다.,0
4466,실화라서 재미가 없는 건가... 그저 그렇다.,0
4467,진한 감동과 인생에 대한 교훈을 주는 좋은 영화인 것 같다.,1
4468,왜상받았지? 진짜지루하고 끝까지보면 욕나옴(보면 암),0
4469,역션은 전작에 이어 꽤 하지만 스토리가 암담하다,0
4470,큰스크린으로 볼 수 있어서 행복근데 전국개봉이 아닌것은 아쉽 ㅠ,1
4471,아....쓰레기...영상 별 반개가 아까비,0
4472,평점 이렇게 높을필요는 없는거같은데...,0
4473,올드보이가 생각나는데 욕할뻔. . . .,0
4474,진짜너무하네..... ..............,0
4475,"가슴이 먹먹해지는 이야기, 우리들의 이야기.. 완성도와 상관없이 눈물이난다",1
4476,시간이 아까운 영화..제니퍼는 이런 영화 왜 나왔을까..,0
4477,매우 재미없는 드라마. 작가가 완전 이상함.,0
4478,평점이 너무 높아서 웃긴 이 기분 ^^;;,0
4479,내용은 점점 산으로 가네...화면 돌려대느라 어지럽고 산만하다.,0
4480,굉장히 멋있었던 영화로 기억함. 옛날에 봤지만.,1
4481,황정음 나오는드라마는 당연히 10점줘야지;,1
4482,실화속 주인공이 너무 대견스럽고 고마울 따름.. 명작이네요,1
4483,그 어떤 부류에도 속하지 않는 감독의 진정으로 경이로운 영화,1
4484,진심 내 영화인생 1000편은 본것중 최악..,0
4485,그냥 절에 계속 있지 그랬냐.,0
4486,골든라즈베리상 후보에도 못오를만큼 졸작,0
4487,지치고 힘든 사람들이 꼭 봐야 할 애니메이션이네요.. 정말 훌륭했습니다,1
4488,이따위 영화를 수입하는데 50억이나 쏟아붓다니..,0
4489,소방관의 삶을 잘 표현한 감동적인 영화.,1
4490,마지막에 동심파괴라니....ㅡㅡ,0
4491,아무리 박중훈 팬이라도 이 영화는 너무 유치해..정말 아니다.,0
4492,언니 오빠들~~저는 영원한 팬입니다.,1
4493,"쿠바음악인의 매력과 열정, 표현이 안된다. 그들의 음악처럼",1
4494,"원작에 못 미쳤지만, 그래도 볼 만했다.",1
4495,임주환 씨 연기도 잘하고 넘 멋있네요. 애절애절해ㅠ,1
4496,종교란 무엇인지?...진리는 있는지...,1
4497,인생영화임 ㅠㅠ진짜 OO명곡 완전 많아여,1
4498,흥행에 성공한다면..아마..난 일반'대중'이 아닐것이다,0
4499,간만에 봤는데 별로 재미는 없음ㅋ,0
4500,61년에 만들어 졌다니 대단함...ㅎㅎ,1
4501,내가 무자막으로 봐서 이해를 못한건지는 몰라도 1편만큼 별로다,0
4502,"결말이 미흡하다....몰입감은 그다지 없고,, 공포감도 찾기어렵다.",0
4503,케이블에서 방송되서아쉬웠...지상파에서했으면 시청률팍팍나왔을텐데...,1
4504,왜명작이라불리우는지오늘보고알았다 진짜최고였다,1
4505,저예산b급 영화수준에도 못미침 엑소시즘 시리즈의 수치입니다.,0
4506,"[ 스토리 1, 비주얼 1, 연출 1, 연기 2 ] 3류 저질 쓰레기.",0
4507,"좋은 뜻이 담신 영화긴하나,,, 비현실적이고 유치한 극 전개,,,",0
4508,He was a quiet man. Was의 의미에서의 반전이 슬프네요.,1
